"ID","Untreated_1","Untreated_3","Untreated_4","RNAi_1","RNAi_3","RNAi_4","padj","log2FoldChange","pvalue","foldChange","log10padj"
"FBtr0330306",8.27280302589392,8.27510956157099,9.25543203211609,34.5436319471801,39.3532706152181,26.718991349975,0.00356805168661203,1.8995876891373,5.53893030630566e-05,3.73106550467078,2.44756886308296
"FBtr0090014",1067.33354810886,1343.87065981272,1454.39324847921,2633.51752741589,2542.41905275985,2593.59851842009,0.00315571934247561,1.01929028929594,4.36241346716572e-05,2.02692160268525,2.50090162822374
"FBtr0074745",178.640319598714,155.424173247391,165.151581606371,302.988485985011,354.237995174867,348.725983325311,0.003705481678521,1.00770399918503,5.99808185372104e-05,2.01070857711078,2.43115532972872
"FBtr0299837",4114.88209542747,4952.92887865477,3747.55972938878,8884.40557260462,9392.79179663922,8000.52731701441,0.00324676430107707,1.0424444969257,4.54386415786977e-05,2.05971467089574,2.48854923784676
"FBtr0076496",294.60504581524,242.982575954266,294.4903492372,565.176523015468,568.217288679796,693.951341852551,0.00374188757572481,1.13298242907601,6.18320001834023e-05,2.19311646652919,2.42690926493216
"FBtr0084465",107.206264246184,100.551958621928,119.705130960831,239.163913812346,244.98131755546,208.612386509877,0.00414045579930683,1.0820168775296,7.47013439510731e-05,2.11699355549174,2.38295184722989
"FBtr0340240",181.890026406409,422.391204534729,414.073898602571,1996.74617706867,1775.82484225492,1535.1211540796,0.00387024409850562,2.47435329311503,6.67808530935941e-05,5.55718124192162,2.41226164291626
"FBtr0345429",65.3463515564411,58.4309987001274,53.3907970186785,122.735600883241,143.220310113961,135.292758989869,0.00441586474573485,1.18192079938646,8.50088658306033e-05,2.26878641533797,2.35498423715399
"FBtr0308823",19.5135668891051,15.6254922890842,15.7213699359608,40.8468142525503,45.7896743386227,44.3047439776238,0.00440210034864194,1.38137775364127,8.38754506626359e-05,2.60517042472494,2.35634006165438
"FBtr0082017",13.0117854181597,22.6265102828707,21.8088559804172,78.6086137331027,61.2606690247979,75.9347193894365,0.00458345238653695,1.9341296937347,8.99618605071e-05,3.82147526866449,2.33880727579457
"FBtr0334846",39.1150839839634,43.6718624773471,35.6182469019124,92.2994207491698,84.6174513663366,98.9974804143701,0.00463512330624621,1.21768049120126,9.14415625276764e-05,2.32572495560407,2.33393870801139
"FBtr0334404",787.900562316597,813.219328203877,574.67327076733,1536.50352767644,1535.2843101282,1717.26521246991,0.00389327630266064,1.15223190786444,6.79143165158567e-05,2.22257469921699,2.40968477366105
"FBtr0332581",12.0786299866037,10.1099109583154,11.09280051686,28.9077486915338,27.3750814952382,28.4728885553411,0.00469003010998061,1.34942961700923,9.27883654852279e-05,2.54811363488498,2.32882436910657
"FBtr0112808",285.920013519237,329.414778157056,281.102813749223,673.080371769141,832.084947488898,606.433608345976,0.00433907499748351,1.22852826625768,8.21868409482882e-05,2.34327823481009,2.36260284336888
"FBtr0304914",95.4692540844432,113.875103902952,144.030475450827,341.963568693449,329.728575794788,272.117048722669,0.00474309166550544,1.43507615529741,9.4821325337414e-05,2.70396439599713,2.32393848204463
"FBtr0081686",324.691672298187,256.629372373218,277.429722439743,515.153694215242,615.714135159702,590.935030442469,0.00441586474573485,1.00447168509135,8.50378873695205e-05,2.0062086888833,2.35498423715399
"FBtr0070392",87.2054357805746,65.7569704245516,77.6689575518415,162.147721651652,185.271601414632,196.311277630203,0.00490420683021151,1.23905828641576,0.000101711573760569,2.36044404919888,2.30943122215086
"FBtr0114544",212.978107320748,216.474498344644,160.002555633588,484.009734345669,451.131802159398,602.533457704815,0.00476081093450478,1.3859368328749,9.58418091503532e-05,2.61341607917201,2.32231906526602
"FBtr0336697",33.0645231003141,31.4580327355307,45.586997974849,94.9651132701633,96.7881003828703,91.8821537700633,0.00529495916966295,1.37185062847614,0.000112196470715093,2.58802334034291,2.27613738446272
"FBtr0306254",737.025095171464,524.85853511903,646.542051612534,1208.29809754931,1341.65197838086,1367.96613822576,0.00433907499748351,1.04876335536529,8.21415845136752e-05,2.06875579809955,2.36260284336888
"FBtr0110876",41.4112317477386,61.7294274183804,54.3552492839138,169.653757543821,147.484585285665,129.265958528273,0.00530448452233948,1.51860684006029,0.000112696445000243,2.86514239231976,2.27535681345551
"FBtr0334633",20.8008713182739,12.5112388446269,15.2458257241637,46.6236338295395,63.2817850685754,53.9980846652936,0.00560289256906123,1.77447513489444,0.000123759935906085,3.4211352373015,2.25158770469845
"FBtr0089716",341.139259931958,317.491992218851,251.727522993393,610.586356340872,773.425898590516,662.002648669506,0.00492254914354845,1.17243690775451,0.000102368659122804,2.25392093417025,2.30780993945285
"FBtr0339629",83.0334643983319,68.2697690860159,102.392329044936,201.527270528926,194.562094758045,232.327733162224,0.00568027567202488,1.32003638627984,0.000126750349386438,2.49672406700489,2.24563058683581
"FBtr0078136",88.4999069490732,73.8766475681444,82.3275755403864,157.152259271399,164.01875766563,186.585499368458,0.00571374848814719,1.05612677797094,0.000129098858601347,2.07934158611333,2.24307888061653
"FBtr0086613",46.2811780728775,48.7340500250106,37.2468924540307,95.0447823014229,100.535294727306,104.835921363041,0.00585387235082096,1.19535617703954,0.000135774020655514,2.29001361709891,2.23255675199763
"FBtr0073839",89.2895921239181,84.3935215225094,125.377129806799,246.023719574927,223.24194051136,233.26842713491,0.00573431813918308,1.25313943572883,0.000131152201808304,2.38359551128792,2.2415182161229
"FBtr0071246",58.972562088158,80.6420604016425,81.0769655872265,206.115078524381,163.584478863913,181.108011418831,0.00583737086343309,1.32610494035064,0.000134844841775573,2.5072484092619,2.23378271394939
"FBtr0086474",34.183464785527,34.3409003918209,31.7846613299178,76.0544560905163,66.912390007854,84.7491376218989,0.00597140245295614,1.17343030550819,0.00014331097388783,2.25547345287675,2.22392365780699
"FBtr0100508",10.2674010165824,13.484317030176,8.09088476376758,29.522265068696,32.4407677402385,30.8309132402364,0.00675546477059985,1.52687477550116,0.000176176689161327,2.88160936598511,2.17034476649935
"FBtr0339391",303.892917047389,417.622576276754,268.240815210437,752.013169497307,786.378824869533,686.14492559041,0.00596516892079398,1.19146054236146,0.000142367084215632,2.28383835309091,2.22437725353094
"FBtr0300017",14188.0455902668,11427.7403698259,9858.72063548507,22960.9028706712,29625.1453957668,27975.3720513285,0.00544620258493324,1.19084062116235,0.000116625628645434,2.28285720625693,2.26390620804154
"FBtr0100504",16.7231496330115,12.5955996599063,10.0322067062998,38.7063299785198,42.2782231198835,57.5147440467919,0.00741845772520276,1.86667537124383,0.000208894296331305,3.64691195800351,2.12968637383877
"FBtr0086568",43.6458831908951,38.2586108990346,43.8763111145696,79.0534753400156,83.6534376407059,89.6228786509786,0.00741476400887055,1.00244506409056,0.000207956791840513,2.00339245249537,2.12990266679019
"FBtr0091719",64.3963946401416,59.9612614933205,53.8770894139481,131.036997754264,138.713417746251,110.424213139223,0.00741476400887055,1.09054283082585,0.000207500827598261,2.1295414789874,2.12990266679019
"FBtr0085105",41.0306638846627,34.4274405291527,45.5743607903662,86.1100877592799,94.0132504952433,83.7271451832455,0.00748752706821713,1.12324817250992,0.000212101711015143,2.17836872159615,2.12566159457845
